category,nominee,artist,workers,name,year,valence,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,popularity,speechiness,tempo,decade,duration_s
Best Country Solo Performance,Over,['Blake Shelton'],,Over,2011,30.7,2.74,39.2,193147,60.5,0.000175,18.9,-620.4,45,3.38,155.586,2010,193.147
Best Short Form Music Video,Bad Girls,['M.I.A.'],"Romain Gavras, video director; Romain Gavras, video producer",Bad Girls,2013,34.300000000000004,0.107,63.9,227520,91.2,0.0,9.7,-262.1,68,6.15,143.44799999999995,2010,227.52
Best Country Solo Performance,Springsteen,['Eric Church'],,Springsteen,2011,92.7,10.0,69.2,263387,80.9,0.00977,18.5,-593.5,73,2.55,104.023,2010,263.387
Best Country Solo Performance,Cost Of Livin',['Ronnie Dunn'],,Cost Of Livin',2011,28.3,89.5,66.2,250480,29.0,0.0,9.59,-789.6,49,3.49,148.393,2010,250.48
Best Short Form Music Video,Houdini,['Foster The People'],"Daniels (Cubbie Fink, Mark Foster, Daniel Kwan, Mark Pontius & Daniel Scheinert), video directors; Gaetano Crupi, Saul Levitz & Candice Ouaknine, video producers",Houdini,2011,76.4,0.762,63.2,202467,90.8,0.0172,16.69999999999999,-351.1,68,4.58,110.024,2010,202.467
Best Gospel/Contemporary Christian Music Performance,Go Get It,['T.I.'],,Go Get It,2012,51.0,0.212,36.6,217520,66.7,0.0,39.8,-568.3,57,24.6,76.627,2010,217.52
Best Gospel Song,Go Get It,['T.I.'],Go Get It,Go Get It,2012,51.0,0.212,36.6,217520,66.7,0.0,39.8,-568.3,57,24.6,76.627,2010,217.52
Best Gospel/Contemporary Christian Music Performance,"Jesus, Friend Of Sinners",['Casting Crowns'],,"Jesus, Friend Of Sinners",2011,30.3,14.8,39.6,338133,69.5,0.0,20.1,-549.2,46,4.109999999999999,147.582,2010,338.133
Song Of The Year,Stronger (What Doesn't Kill You),['Kelly Clarkson'],,Stronger (What Doesn't Kill You),2011,68.4,4.6,56.2,221947,93.9,0.0,11.2,-428.2,66,4.75,116.044,2010,221.947
Song Of The Year,Stronger (What Doesn't Kill You),['Kelly Clarkson'],,Stronger (What Doesn't Kill You),2012,68.2,4.109999999999999,55.50000000000001,221920,92.3,0.0,11.2,-590.8000000000001,49,4.82,116.012,2010,221.92
Best Pop Solo Performance,Stronger (What Doesn't Kill You),['Kelly Clarkson'],,Stronger (What Doesn't Kill You),2011,68.4,4.6,56.2,221947,93.9,0.0,11.2,-428.2,66,4.75,116.044,2010,221.947
Best Pop Solo Performance,Stronger (What Doesn't Kill You),['Kelly Clarkson'],,Stronger (What Doesn't Kill You),2012,68.2,4.109999999999999,55.50000000000001,221920,92.3,0.0,11.2,-590.8000000000001,49,4.82,116.012,2010,221.92
Song Of The Year,Call Me Maybe,['Carly Rae Jepsen'],,Call Me Maybe,2012,66.0,1.14,78.3,193400,57.99999999999999,0.000228,10.8,-654.8,69,4.08,120.021,2010,193.4
Song Of The Year,Call Me Maybe,['Carly Rae Jepsen'],,Call Me Maybe,2012,63.2,1.09,78.3,193467,58.4,0.000291,10.8,-657.2,51,4.09,120.031,2010,193.467
Best Pop Solo Performance,Call Me Maybe,['Carly Rae Jepsen'],,Call Me Maybe,2012,66.0,1.14,78.3,193400,57.99999999999999,0.000228,10.8,-654.8,69,4.08,120.021,2010,193.4
Best Pop Solo Performance,Call Me Maybe,['Carly Rae Jepsen'],,Call Me Maybe,2012,63.2,1.09,78.3,193467,58.4,0.000291,10.8,-657.2,51,4.09,120.031,2010,193.467
Best Pop Solo Performance,Where Have You Been,['Rihanna'],,Where Have You Been,2011,44.4,0.201,71.9,242680,84.7,2.04,22.1,-634.0,69,9.16,127.963,2010,242.68
Best Pop Solo Performance,Where Have You Been,['Rihanna'],,Where Have You Been,2011,44.4,0.201,71.9,242680,84.7,2.04,22.3,-634.0,67,9.16,127.963,2010,242.68
Best Pop Solo Performance,Where Have You Been,['Rihanna'],,Where Have You Been,2012,44.4,0.201,71.9,242680,84.7,2.04,22.3,-634.0,56,9.16,127.963,2010,242.68
Best Pop Solo Performance,Wide Awake,['Katy Perry'],,Wide Awake,2012,57.49999999999999,7.489999999999999,51.4,220947,68.3,0.000264,39.2,-509.9,68,3.67,159.814,2010,220.947
Best Pop Solo Performance,Wide Awake,['Katy Perry'],,Wide Awake,2012,55.50000000000001,8.43,51.1,220933,68.1,0.000673,50.3,-510.3,55,3.5900000000000003,160.035,2010,220.933
Music Video/Short Form,First Of The Year (Equinox),['Skrillex'],"Tony Truand, video director; David Gitlis & Noah Klein, video producers",First of the Year (Equinox),2011,55.00000000000001,0.71099999999999,42.9,261517,94.8,1.48,8.12,-365.7,66,22.7,115.785,2010,261.517
Music Video/Short Form,Lotus Flower,['Radiohead'],"Garth Jennings, video director; Garth Jennings, video producer",Lotus Flower,2011,62.1,8.95,72.1,300219,67.6,33.6,8.260000000000002,-877.9999999999999,58,3.2099999999999995,127.997,2010,300.219
Rock Performance,Lotus Flower,['Radiohead'],,Lotus Flower,2011,62.1,8.95,72.1,300219,67.6,33.6,8.260000000000002,-877.9999999999999,58,3.2099999999999995,127.997,2010,300.219
Rock Song,Lotus Flower,['Radiohead'],,Lotus Flower,2011,62.1,8.95,72.1,300219,67.6,33.6,8.260000000000002,-877.9999999999999,58,3.2099999999999995,127.997,2010,300.219
Country Song,Just Fishin',['Trace Adkins'],,Just Fishin',2011,39.5,0.764,58.6,210333,67.4,7.77,24.3,-569.0,45,2.46,86.5,2010,210.333
Country Duo/Group Performance,You And Tequila,"['Grace Potter', 'Kenny Chesney']",,You and Tequila,2010,35.0,43.70000000000001,69.1,242840,45.4,0.2269999999999999,7.829999999999999,-913.0,62,2.56,135.839,2010,242.84
Country Duo/Group Performance,Are You Gonna Kiss Me Or Not,['Thompson Square'],,Are You Gonna Kiss Me Or Not,2011,61.3,3.9,48.5,184920,70.1,0.0,9.77,-380.7,64,2.88,151.94799999999995,2010,184.92
Country Song,Are You Gonna Kiss Me Or Not,['Thompson Square'],,Are You Gonna Kiss Me Or Not,2011,61.3,3.9,48.5,184920,70.1,0.0,9.77,-380.7,64,2.88,151.94799999999995,2010,184.92
Country Duo/Group Performance,Barton Hollow,['The Civil Wars'],,Barton Hollow,2011,43.5,12.3,40.3,205773,65.9,0.0,8.57,-733.8,49,3.03,90.854,2010,205.773
Country Solo Performance,Dirt Road Anthem,['Jason Aldean'],,Dirt Road Anthem,2010,63.5,34.7,68.0,229400,74.1,0.000187,11.7,-505.5,73,3.5700000000000003,127.024,2010,229.4
Country Solo Performance,I'm Gonna Love You Through It,['Martina McBride'],,I'm Gonna Love You Through It,2011,25.9,31.7,43.1,227613,65.7,0.0,8.93,-512.0,49,3.04,142.52700000000004,2010,227.613
Contemporary Christian Music Song,Your Love,['Brandon Heath'],,Your Love,2011,66.3,4.95,50.0,215720,88.4,0.0,10.6,-419.30000000000007,45,4.78,87.012,2010,215.72
Gospel/Contemporary Christian Music Performance,Your Love,['Brandon Heath'],,Your Love,2011,66.3,4.95,50.0,215720,88.4,0.0,10.6,-419.30000000000007,45,4.78,87.012,2010,215.72
Contemporary Christian Music Song,Blessings,['Laura Story'],Blessings,Blessings,2011,37.4,90.3,61.4,298227,35.4,0.0,28.9,-518.7,57,3.22,115.927,2010,298.227
Contemporary Christian Music Song,Strong Enough,['Matthew West'],,Strong Enough,2010,31.5,0.599,37.3,243361,78.7,0.0,6.75,-506.0,53,3.85,159.881,2010,243.361
Gospel/Contemporary Christian Music Performance,I Lift My Hands,['Chris Tomlin'],,I Lift My Hands,2010,15.8,15.7,43.3,278013,54.2,0.00656,12.0,-558.9000000000001,50,2.64,83.93799999999997,2010,278.013
Song Of The Year,Grenade,['Memphis May Fire'],,Grenade,2012,43.3,0.861,46.7,221587,94.7,0.0,12.9,-436.00000000000006,50,7.61,125.011,2010,221.587
Pop Solo Performance,Grenade,['Memphis May Fire'],,Grenade,2012,43.3,0.861,46.7,221587,94.7,0.0,12.9,-436.00000000000006,50,7.61,125.011,2010,221.587
Song Of The Year,Holocene,['Bon Iver'],,Holocene,2011,14.7,94.3,37.5,336613,30.4,30.3,12.6,-1452.0,70,3.02,147.989,2010,336.613
Pop Duo/Group Performance,Paradise,['Coldplay'],,Paradise,2011,21.2,5.09,44.9,278719,58.5,0.0087499999999999,8.33,-676.1,80,2.68,139.631,2010,278.719
Pop Duo/Group Performance,Pumped Up Kicks,['Foster The People'],,Pumped Up Kicks,2011,96.5,14.499999999999998,73.3,239600,71.0,11.5,9.56,-584.9,84,2.92,127.975,2010,239.6
Pop Duo/Group Performance,Body And Soul,"['Amy Winehouse', 'Tony Bennett']",,Body and Soul,2011,20.3,87.0,34.2,200587,24.9,0.00509,15.2,-1181.2,56,2.77,94.746,2010,200.587
Improvised Jazz Solo,Body And Soul,"['Amy Winehouse', 'Tony Bennett']",,Body and Soul,2011,20.3,87.0,34.2,200587,24.9,0.00509,15.2,-1181.2,56,2.77,94.746,2010,200.587
Pop Solo Performance,Firework,['Dallas String Quartet'],,Firework,2011,59.1,82.6,59.20000000000001,222053,55.1,45.2,16.0,-380.9,50,2.86,127.938,2010,222.053
Pop Solo Performance,Someone Like You,['Adele'],,Someone Like You,2011,28.5,89.2,55.89999999999999,285040,33.0,0.0,9.75,-825.0999999999999,79,2.85,135.109,2010,285.04
Rock Song,Down By The Water,['The Decemberists'],,Down By The Water,2011,70.2,0.0754,48.7,221853,81.0,0.0,35.2,-406.7000000000001,47,3.5700000000000003,123.493,2010,221.853
Rock Performance,Down By The Water,['The Decemberists'],,Down By The Water,2011,70.2,0.0754,48.7,221853,81.0,0.0,35.2,-406.7000000000001,47,3.5700000000000003,123.493,2010,221.853
Rock Song,Every Teardrop Is A Waterfall,['Coldplay'],,Every Teardrop Is a Waterfall,2011,33.300000000000004,0.194,42.5,240796,73.2,1.03,17.1,-688.3,69,3.96,117.98,2010,240.796
Rock Performance,Every Teardrop Is A Waterfall,['Coldplay'],,Every Teardrop Is a Waterfall,2011,33.300000000000004,0.194,42.5,240796,73.2,1.03,17.1,-688.3,69,3.96,117.98,2010,240.796
Hard Rock/Metal Performance,White Limo,['Foo Fighters'],,White Limo,2011,61.5,0.000529,36.8,202467,93.9,89.8,8.19999999999999,-365.0,54,3.82,84.08,2010,202.467
Rock Performance,Walk,['Foo Fighters'],,Walk,2011,19.4,0.00362,23.4,255960,86.5,0.0532,28.9,-513.1,69,5.16,137.107,2010,255.96
Rock Song,Walk,['Foo Fighters'],Walk,Walk,2011,19.4,0.00362,23.4,255960,86.5,0.0532,28.9,-513.1,69,5.16,137.107,2010,255.96
R&B Performance,Far Away,['Marsha Ambrosius'],,Far Away,2011,35.099999999999994,22.1,43.3,436880,66.8,0.0,12.6,-654.4,46,21.1,70.47800000000002,2010,436.88
R&B Song,Far Away,['Marsha Ambrosius'],,Far Away,2011,35.099999999999994,22.1,43.3,436880,66.8,0.0,12.6,-654.4,46,21.1,70.47800000000002,2010,436.88
R&B Performance,Pieces Of Me,['Ledisi'],,Pieces Of Me,2011,55.39999999999999,15.3,68.1,202733,70.4,0.0,13.4,-441.7,48,5.779999999999999,126.022,2010,202.733
R&B Song,Pieces Of Me,['Ledisi'],,Pieces Of Me,2011,55.39999999999999,15.3,68.1,202733,70.4,0.0,13.4,-441.7,48,5.779999999999999,126.022,2010,202.733
Rap Performance,Otis,"['Otis Redding', 'Kanye West', 'JAY-Z']",,Otis,2011,43.20000000000001,55.2,75.4,178213,63.1,0.0,50.0,-475.1,67,30.7,94.577,2010,178.213
Rap Performance,Otis,"['Otis Redding', 'Kanye West', 'JAY-Z']",,Otis,2011,43.3,55.2,75.5,178213,63.1,0.0,50.0,-475.1,44,30.2,94.571,2010,178.213
Rap Performance,Otis,"['Otis Redding', 'Kanye West', 'JAY-Z']",,Otis,2011,43.20000000000001,55.2,75.4,178213,63.1,0.0,50.0,-475.1,51,30.7,94.577,2010,178.213
Rap Song,Otis,"['Otis Redding', 'Kanye West', 'JAY-Z']",,Otis,2011,43.20000000000001,55.2,75.4,178213,63.1,0.0,50.0,-475.1,67,30.7,94.577,2010,178.213
Rap Song,Otis,"['Otis Redding', 'Kanye West', 'JAY-Z']",,Otis,2011,43.3,55.2,75.5,178213,63.1,0.0,50.0,-475.1,44,30.2,94.571,2010,178.213
Rap Song,Otis,"['Otis Redding', 'Kanye West', 'JAY-Z']",,Otis,2011,43.20000000000001,55.2,75.4,178213,63.1,0.0,50.0,-475.1,51,30.7,94.577,2010,178.213
Rap Song,Black And Yellow,['Wiz Khalifa'],,Black and Yellow,2011,53.79999999999999,6.460000000000001,68.4,217667,83.4,0.0,27.1,-452.4,75,6.75,164.02,2010,217.667
Rap Performance,Black And Yellow,['Wiz Khalifa'],,Black and Yellow,2011,53.79999999999999,6.460000000000001,68.4,217667,83.4,0.0,27.1,-452.4,75,6.75,164.02,2010,217.667
Rap Song,I Need A Doctor,"['Dr. Dre', 'Eminem', 'Skylar Grey']",,I Need A Doctor,2011,39.7,8.690000000000001,59.4,283733,94.6,0.0,30.6,-452.1,71,45.2,155.826,2010,283.733
Rap/Sung Collaboration,I Need A Doctor,"['Dr. Dre', 'Eminem', 'Skylar Grey']",,I Need A Doctor,2011,39.7,8.690000000000001,59.4,283733,94.6,0.0,30.6,-452.1,71,45.2,155.826,2010,283.733
R&B Performance,You Are,['Charlie Wilson'],,You Are,2010,24.2,6.64,57.10000000000001,249920,82.4,0.0,13.6,-397.1,48,7.13,132.02100000000002,2010,249.92
R&B Performance,Is This Love,['Corinne Bailey Rae'],,Is This Love,2011,32.9,81.0,68.3,208636,33.300000000000004,0.178,21.1,-919.5,57,4.34,123.804,2010,208.636
Rap/Sung Collaboration,What's My Name?,"['Drake', 'Rihanna']",,What's My Name?,2010,56.10000000000001,18.2,68.9,263173,78.4,0.0,8.43,-297.2,66,7.399999999999999,99.954,2010,263.173
Rap/Sung Collaboration,What's My Name?,"['Drake', 'Rihanna']",,What's My Name?,2010,58.3,22.9,69.0,263173,78.6,0.0,7.969999999999999,-295.90000000000003,56,6.92,100.049,2010,263.173
Rap/Sung Collaboration,What's My Name?,"['Drake', 'Rihanna']",,What's My Name?,2010,59.5,22.3,69.5,263173,78.2,0.0,7.729999999999999,-296.7,52,6.29,99.992,2010,263.173
Rap/Sung Collaboration,Motivation,"['Lil Wayne', 'Kelly Rowland']",,Motivation,2011,26.4,18.0,73.5,231173,67.9,0.0197999999999999,7.66,-558.8,64,4.31,140.858,2010,231.173
Rap/Sung Collaboration,Motivation,"['Lil Wayne', 'Kelly Rowland']",,Motivation,2011,26.6,18.7,74.4,230560,67.2,0.0123,10.5,-558.9000000000001,61,4.18,140.889,2010,230.56
Rap Performance,The Show Goes On,['Lupe Fiasco'],,The Show Goes On,2011,65.0,1.89,59.1,239613,88.9,0.0,15.5,-383.9,73,11.5,143.067,2010,239.613
Rap Performance,The Show Goes On,['Lupe Fiasco'],,The Show Goes On,2011,57.70000000000001,3.88,62.5,236667,85.6,0.0,16.3,-487.2,43,12.1,143.116,2010,236.667
Rap Song,The Show Goes On,['Lupe Fiasco'],,The Show Goes On,2011,65.0,1.89,59.1,239613,88.9,0.0,15.5,-383.9,73,11.5,143.067,2010,239.613
Rap Song,The Show Goes On,['Lupe Fiasco'],,The Show Goes On,2011,57.70000000000001,3.88,62.5,236667,85.6,0.0,16.3,-487.2,43,12.1,143.116,2010,236.667
Country Solo Performance,Honey Bee,['Blake Shelton'],,Honey Bee,2011,72.3,0.16699999999999,48.1,210720,84.9,0.000149,12.1,-513.1,64,3.85,205.57,2010,210.72
Country Solo Performance,Mama's Song,['Carrie Underwood'],,Mama's Song,2009,26.9,44.2,34.1,240240,65.9,0.0,9.6,-541.9,50,3.5700000000000003,79.987,2000,240.24
Country Solo Performance,Mean,['Taylor Swift'],,Mean,2010,78.9,45.2,56.8,237733,76.1,0.0,21.7,-398.7,63,4.590000000000001,163.97400000000005,2010,237.733
Country Solo Performance,Mean,['Taylor Swift'],,Mean,2010,78.9,45.2,56.8,237733,76.1,0.0,21.7,-398.7,53,4.590000000000001,163.97400000000005,2010,237.733
Rap/Sung Collaboration,I'm On One,"['Drake', 'Rick Ross', 'Lil Wayne', 'DJ Khaled']",,I'm On One,2011,43.8,5.36,41.3,296147,80.7,0.0,63.1,-349.90000000000003,68,31.8,149.33,2010,296.147
Instrumental Arrangement,Rhapsody In Blue,"['George Gershwin', 'Royal Liverpool Philharmonic Orchestra', 'James Judd', 'Benjamin Grosvenor']",Rhapsody In Blue,Rhapsody In Blue,2012,11.5,97.6,30.9,890000,25.8,69.0,9.24,-1532.7,53,4.590000000000001,74.568,2010,890.0
Country Song,God Gave Me You,['Blake Shelton'],,God Gave Me You,2011,54.29999999999999,0.481,48.3,229533,84.4,0.00729,40.5,-504.3,65,3.14,151.977,2010,229.533
Pop Collaboration With Vocals,Telephone,"['Beyoncé', 'Lady Gaga']",,Telephone,2009,71.3,0.587,82.5,220627,83.2,0.0789,11.4,-585.3,68,4.03,122.021,2000,220.627
Pop Collaboration With Vocals,Telephone,"['Beyoncé', 'Lady Gaga']",,Telephone,2009,71.6,0.521,82.4,220640,83.6,0.0817,11.2,-590.3,69,4.04,122.014,2000,220.64
Solo Rock Vocal Performance,Crossroads,['John Mayer'],,Crossroads,2009,91.6,22.1,89.4,149387,50.7,6.61,6.419999999999999,-694.5,50,5.64,114.216,2000,149.387
Song Of The Year,Need You Now,['Lady A'],Need You Now,Need You Now,2010,23.1,9.27,58.70000000000001,277573,62.2,0.0635999999999999,20.0,-553.5,69,3.03,107.943,2010,277.573
Song Of The Year,Need You Now,['Lady A'],Need You Now,Need You Now,2010,31.6,2.98,58.1,236440,71.7,0.0186,24.3,-443.3,62,3.18,107.884,2010,236.44
Country Song,Need You Now,['Lady A'],Need You Now,Need You Now,2010,23.1,9.27,58.70000000000001,277573,62.2,0.0635999999999999,20.0,-553.5,69,3.03,107.943,2010,277.573
Country Song,Need You Now,['Lady A'],Need You Now,Need You Now,2010,31.6,2.98,58.1,236440,71.7,0.0186,24.3,-443.3,62,3.18,107.884,2010,236.44
Country Performance By A Duo Or Group With Vocals,Need You Now,['Lady A'],,Need You Now,2010,23.1,9.27,58.70000000000001,277573,62.2,0.0635999999999999,20.0,-553.5,69,3.03,107.943,2010,277.573
Country Performance By A Duo Or Group With Vocals,Need You Now,['Lady A'],,Need You Now,2010,31.6,2.98,58.1,236440,71.7,0.0186,24.3,-443.3,62,3.18,107.884,2010,236.44
Hard Rock Performance,Let Me Hear You Scream,['Ozzy Osbourne'],,Let Me Hear You Scream,2010,31.5,0.0366999999999999,49.20000000000001,205800,97.9,0.0,95.3,-231.5,53,8.88,130.005,2010,205.8
Pop Instrumental Performance,Flow,['Cage The Elephant'],,Flow,2011,9.07,20.8,74.5,208200,61.9,1.26,13.3,-1093.9,51,3.31,107.025,2010,208.2
Pop Instrumental Performance,Sleepwalk,['Forrest Day'],,Sleepwalk,2011,56.60000000000001,1.5,73.7,216027,69.0,6.6000000000000005,7.689999999999999,-825.6999999999999,50,4.16,135.02,2010,216.027
Male Pop Vocal Performance,Half Of My Heart,['John Mayer'],,Half of My Heart,2009,73.1,43.5,68.1,250373,59.3,0.0117,10.6,-932.7,65,2.51,115.058,2000,250.373
Male Pop Vocal Performance,Just The Way You Are,['Bruno Mars'],,Just the Way You Are,2010,43.4,1.51,63.7,220733,84.3,0.0,8.76,-541.3,81,4.32,109.012,2010,220.733
Female Pop Vocal Performance,King Of Anything,['Sara Bareilles'],,King of Anything,2010,81.0,46.1,67.6,207493,76.2,0.0,5.74,-417.2,63,3.51,119.003,2010,207.493
Music Video/Long Form,No Distance Left To Run,['Blur'],"Will Lovelace, Dylan Southern & Giorgio Testi, video directors; Thomas Benski, Laura Collins, Stefan Demetriou, Terry Felgate, Steve Heaver, Chris Morris & Lucas Ochoa, video producers",No Distance Left to Run,1999,10.8,72.2,41.9,208267,20.8,3.18,10.8,-1475.1,49,3.39,148.07,1990,208.267
Music Video/Short Form,Fuck You,['CeeLo Green'],"Matt Stawski, video director; Paul Bock, video producer",Fuck You,2010,73.8,12.9,69.0,222933,83.4,0.0,13.6,-579.0,67,5.66,127.43,2010,222.933
Urban/Alternative Performance,Fuck You,['CeeLo Green'],,Fuck You,2010,73.8,12.9,69.0,222933,83.4,0.0,13.6,-579.0,67,5.66,127.43,2010,222.933
Song Of The Year,Fuck You,['CeeLo Green'],,Fuck You,2010,73.8,12.9,69.0,222933,83.4,0.0,13.6,-579.0,67,5.66,127.43,2010,222.933
Female Country Vocal Performance,Temporary Home,['Carrie Underwood'],,Temporary Home,2009,18.1,73.1,41.6,268560,35.4,0.0001,9.25,-635.7,53,2.63,80.767,2000,268.56
Rap Song,Empire State Of Mind,"['Alicia Keys', 'JAY-Z']",Empire State Of Mind,Empire State Of Mind,2009,81.1,2.95,49.1,276920,95.6,0.0,46.0,-153.8,80,39.2,173.585,2000,276.92
Rap Song,Empire State Of Mind,"['Alicia Keys', 'JAY-Z']",Empire State Of Mind,Empire State Of Mind,2010,81.8,2.65,50.3,277107,95.5,0.0,26.5,-153.29999999999998,55,38.1,173.521,2010,277.107
Rap/Sung Collaboration,Empire State Of Mind,"['Alicia Keys', 'JAY-Z']",,Empire State Of Mind,2009,81.1,2.95,49.1,276920,95.6,0.0,46.0,-153.8,80,39.2,173.585,2000,276.92
Rap/Sung Collaboration,Empire State Of Mind,"['Alicia Keys', 'JAY-Z']",,Empire State Of Mind,2010,81.8,2.65,50.3,277107,95.5,0.0,26.5,-153.29999999999998,55,38.1,173.521,2010,277.107
Music Video/Short Form,Love The Way You Lie,"['Rihanna', 'Eminem']","Joseph Kahn, video director; MaryAnn Tanedo, video producer",Love The Way You Lie,2010,64.1,24.1,74.9,263373,92.5,0.0,52.0,-503.4,82,22.7,86.98899999999998,2010,263.373
Rap Song,Love The Way You Lie,"['Rihanna', 'Eminem']",,Love The Way You Lie,2010,64.1,24.1,74.9,263373,92.5,0.0,52.0,-503.4,82,22.7,86.98899999999998,2010,263.373
Rap/Sung Collaboration,Love The Way You Lie,"['Rihanna', 'Eminem']",,Love The Way You Lie,2010,64.1,24.1,74.9,263373,92.5,0.0,52.0,-503.4,82,22.7,86.98899999999998,2010,263.373
Song Of The Year,Love The Way You Lie,"['Rihanna', 'Eminem']",,Love The Way You Lie,2010,64.1,24.1,74.9,263373,92.5,0.0,52.0,-503.4,82,22.7,86.98899999999998,2010,263.373
Female Country Vocal Performance,The House That Built Me,['Miranda Lambert'],,The House That Built Me,2009,20.6,57.49999999999999,51.5,236627,30.0,0.000846,11.5,-800.5000000000001,66,2.89,81.12,2000,236.627
Rap Duo/Group Performance,Shutterbugg,"['Cutty', 'Big Boi']",,Shutterbugg,2010,51.9,29.3,61.1,215240,90.2,0.0,12.5,-521.3,51,35.3,98.252,2010,215.24
Rap Duo/Group Performance,Fancy,"['Swizz Beatz', 'Drake', 'T.I.']",,Fancy,2010,28.000000000000004,33.2,53.0,319387,88.4,0.000198,35.5,-558.1,58,45.7,87.194,2010,319.387
Rap Duo/Group Performance,Fancy,"['Swizz Beatz', 'Drake', 'T.I.']",,Fancy,2010,28.3,33.1,52.3,319387,88.4,0.0001999999999999,35.6,-558.1,50,46.1,87.275,2010,319.387
Rap Duo/Group Performance,My Chick Bad,"['Ludacris', 'Nicki Minaj']",,My Chick Bad,2010,75.7,17.2,62.4,216933,72.3,0.0,48.3,-678.2,66,37.8,84.789,2010,216.933
Rap Duo/Group Performance,Lose My Mind,"['Plies', 'Jeezy']",,Lose My Mind,2011,39.2,6.32,70.5,241947,75.0,0.0,14.6,-455.8,57,5.24,77.748,2010,241.947
Rap Solo Performance,Power,['Kanye West'],,POWER,2010,57.60000000000001,1.61,54.2,292093,91.4,0.0,74.4,-474.7,78,11.3,153.993,2010,292.093
Rap Solo Performance,Not Afraid,['Eminem'],,Not Afraid,2010,66.8,52.900000000000006,85.5,248133,95.4,0.0,20.5,-119.0,79,26.4,114.635,2010,248.133
Rap Solo Performance,Not Afraid,['Eminem'],,Not Afraid,2010,65.0,53.7,85.2,248133,95.5,0.0,35.6,-120.6,41,27.500000000000004,114.64,2010,248.133
Rap Song,Not Afraid,['Eminem'],,Not Afraid,2010,66.8,52.900000000000006,85.5,248133,95.4,0.0,20.5,-119.0,79,26.4,114.635,2010,248.133
Rap Song,Not Afraid,['Eminem'],,Not Afraid,2010,65.0,53.7,85.2,248133,95.5,0.0,35.6,-120.6,41,27.500000000000004,114.64,2010,248.133
R&B Song,Shine,['Benjamin Francis Leftwich'],Shine,Shine,2011,63.1,64.0,71.4,182613,53.29999999999999,0.00017,16.2,-1040.5,52,2.93,118.107,2010,182.613
R&B Performance By A Duo Or Group With Vocals,Shine,['Benjamin Francis Leftwich'],,Shine,2011,63.1,64.0,71.4,182613,53.29999999999999,0.00017,16.2,-1040.5,52,2.93,118.107,2010,182.613
Rap Solo Performance,Over,['Drake'],,Over,2010,45.0,1.0699999999999998,35.0,233560,84.5,0.0,12.3,-561.4,64,20.0,99.643,2010,233.56
Rap Solo Performance,Over,['Drake'],,Over,2010,43.3,1.09,32.5,233560,84.8,0.0,12.4,-561.1000000000001,60,27.9,100.093,2010,233.56
Rap Solo Performance,How Low,['Ludacris'],,How Low,2010,41.8,0.248,78.5,201587,49.8,0.000123,22.4,-697.7,62,5.33,143.96,2010,201.587
R&B Performance By A Duo Or Group With Vocals,Soldier Of Love,['Sade'],,Soldier of Love,2010,64.0,1.17,77.5,356653,57.2,2.93,8.469999999999999,-842.6999999999999,57,6.329999999999999,90.023,2010,356.653
Male R&B Vocal Performance,Finding My Way Back,['Jaheim'],,Finding My Way Back,2010,17.7,11.4,60.5,226693,62.2,0.0,15.0,-513.3,52,4.25,136.012,2010,226.693
R&B Song,Finding My Way Back,['Jaheim'],,Finding My Way Back,2010,17.7,11.4,60.5,226693,62.2,0.0,15.0,-513.3,52,4.25,136.012,2010,226.693
Female R&B Vocal Performance,Everything To Me,['Monica'],,Everything To Me,2010,48.5,47.9,30.8,196960,52.900000000000006,0.0,44.1,-531.9,47,8.74,80.794,2010,196.96
Rock Song,Tighten Up,['The Black Keys'],,Tighten Up,2010,56.7,0.121,50.4,211080,70.5,0.000412,45.3,-617.9,62,6.65,108.965,2010,211.08
Rock Performance By A Duo Or Group With Vocals,Tighten Up,['The Black Keys'],,Tighten Up,2010,56.7,0.121,50.4,211080,70.5,0.000412,45.3,-617.9,62,6.65,108.965,2010,211.08
Rock Instrumental Performance,Black Mud,['The Black Keys'],,Black Mud,2010,37.4,25.3,51.5,129440,50.2,88.3,34.5,-889.8,42,5.800000000000001,143.937,2010,129.44
Male R&B Vocal Performance,There Goes My Baby,['Usher'],,There Goes My Baby,2010,25.7,17.5,62.6,281293,52.0,0.0,13.0,-807.7,58,8.92,77.468,2010,281.293
Best Male R&B Vocal Performance,There Goes My Baby,['Usher'],,There Goes My Baby,2010,25.7,17.5,62.6,281293,52.0,0.0,13.0,-807.7,58,8.92,77.468,2010,281.293
Hard Rock Performance,New Fang,['Them Crooked Vultures'],,New Fang,2009,75.2,0.000736,27.800000000000004,228639,96.1,0.0662,2.68,-384.5,59,6.069999999999999,189.664,2000,228.639
Rock Performance By A Duo Or Group With Vocals,Ready To Start,['Arcade Fire'],,Ready to Start,2010,53.6,12.0,28.2,255893,93.2,3.35,6.92,-470.1,63,3.87,190.08,2010,255.893
Rock Performance By A Duo Or Group With Vocals,Radioactive,['Kings of Leon'],,Radioactive,2010,36.1,0.877,40.8,206187,92.5,0.0453999999999999,12.0,-488.0,60,5.33,126.405,2010,206.187
Rock Song,Radioactive,['Kings of Leon'],,Radioactive,2010,36.1,0.877,40.8,206187,92.5,0.0453999999999999,12.0,-488.0,60,5.33,126.405,2010,206.187
